  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
171160 99999 201005310000 010   1 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   65   60 1011.1 *****  999.6 *** *** *****  0.00 ***** ***** **
171160 99999 201005310300 080   1 *** 722 SCT 0 3 0  6.2 ** ** ** ** ** ** ** ** *   64   59 1010.9 *****  999.4 *** *** ***** ***** ***** ***** **
171160 99999 201005310600 070   2 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   73   58 1010.9 *****  999.4 ***  64 ***** ***** *****  0.00 **
171160 99999 201005310700 070   3 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   75   59 1010.5 *****  999.0 *** *** ***** ***** ***** ***** **
171160 99999 201005310800 070   3 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   78   60 1010.1 *****  998.6 *** *** ***** ***** ***** ***** **
171160 99999 201005310900 060   2 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   81   61 1010.1 *****  998.6 *** *** ***** ***** ***** ***** **
171160 99999 201005311000 040   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   85   58 1009.8 *****  998.3 *** *** ***** ***** ***** ***** **
171160 99999 201005311100 280   3 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   88   56 1009.5 *****  998.0 *** *** ***** ***** ***** ***** **
171160 99999 201005311200 280   7 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   88   49 1008.8 *****  997.3 *** *** *****  0.00 ***** ***** **
171160 99999 201005311300 240   5 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   89   57 1008.1 *****  996.7 *** *** ***** ***** ***** ***** **
171160 99999 201005311400 250   6 *** 118 BKN 2 3 0  9.4 ** ** ** ** ** ** ** ** *   91   53 1007.7 *****  996.3 *** *** ***** ***** ***** ***** **
171160 99999 201005311500 250   8 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   91   46 1007.6 *****  996.2 *** *** ***** ***** ***** ***** **
171160 99999 201005311800 130   1 *** 722 SCT 1 0 0  6.2 ** ** ** ** ** ** ** ** *   80   55 1007.4 *****  996.0  92 *** ***** ***** *****  0.00 **
171160 99999 201005312100 ***   0 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   71   56 1007.4 *****  995.9 *** *** ***** ***** ***** ***** **
171160 99999 201006010000 100   2 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   74   54 1006.0 *****  994.7 *** *** *****  0.00 ***** ***** **
171160 99999 201006010300 110   3 *** 722 CLR 0 0 0  9.4 ** ** ** ** ** ** ** ** *   73   53 1005.0 *****  993.7 *** *** ***** ***** ***** ***** **
171160 99999 201006010600 090   7 *** 722 SCT 2 0 0  6.2 ** ** ** ** ** ** ** ** *   79   56 1004.4 *****  993.1 ***  69 ***** ***** *****  0.00 **
171160 99999 201006010700 080   9 *** 722 SCT 2 0 0  7.5 ** ** ** ** ** ** ** ** *   82   57 1003.8 *****  992.4 *** *** ***** ***** ***** ***** **
171160 99999 201006010800 080   7 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   85   58 1002.8 *****  991.5 *** *** ***** ***** ***** ***** **
171160 99999 201006010900 090   5 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   88   57 1002.4 *****  991.1 *** *** ***** ***** ***** ***** **
171160 99999 201006011000 080   3 *** 118 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   90   59 1002.1 *****  990.8 *** *** ***** ***** ***** ***** **
171160 99999 201006011100 190   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   92   60 1001.6 *****  990.4 *** *** ***** ***** ***** ***** **
171160 99999 201006011200 250  13 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   90   58 1002.1 *****  990.8 *** *** *****  0.00 ***** ***** **
171160 99999 201006011300 260   9 *** 118 BKN 2 5 0  9.4 25 ** ** ** ** ** ** ** 8   92   54 1001.7 *****  990.4 *** *** ***** ***** ***** ***** **
171160 99999 201006011400 310   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   93   54 1001.2 *****  990.0 *** *** ***** ***** ***** ***** **
171160 99999 201006011500 210   2 *** 118 BKN 2 5 0  9.4 29 ** ** ** ** ** ** ** 9   94   53 1000.9 *****  989.9 *** *** ***** ***** ***** ***** **
171160 99999 201006011800 250   3 ***  98 BKN 2 5 0  7.5 02 ** ** ** ** ** ** ** 9   81   54 1002.4 *****  991.1  94 *** ***** ***** *****  0.00 *
171160 99999 201006012100 220   7 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   76   62 1004.1 *****  992.8 *** *** ***** ***** ***** ***** **
171160 99999 201006020000 230  11 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   68   62 1005.3 *****  993.9 *** *** *****  0.00 ***** ***** **
171160 99999 201006020300 280   9 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   64   59 1006.0 *****  994.6 *** *** ***** ***** ***** ***** **
171160 99999 201006020600 220  11 ***  89 BKN 2 5 0  7.5 03 ** ** ** ** ** ** ** 8   60   54 1008.7 *****  997.1 ***  59 ***** ***** *****  0.00 **
171160 99999 201006020700 240   7 *** 118 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   64   53 1007.6 *****  996.1 *** *** ***** ***** ***** ***** **
171160 99999 201006020800 030   5 *** 118 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   64   54 1005.8 *****  994.3 *** *** ***** ***** ***** ***** **
171160 99999 201006020900 080   5 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   67   55 1006.1 *****  994.6 *** *** ***** ***** ***** ***** **
171160 99999 201006021000 340   5 *** 722 SCT 0 3 0 12.5 ** ** ** ** ** ** ** ** *   71   53 1006.7 *****  995.2 *** *** ***** ***** ***** ***** **
171160 99999 201006021100 350   3 *** 722 SCT 1 3 0 12.5 ** ** ** ** ** ** ** ** *   74   53 1006.3 *****  994.8 *** *** ***** ***** ***** ***** **
171160 99999 201006021200 350  10 ***  98 BKN 1 3 0 12.5 ** ** ** ** ** ** ** ** *   74   56 1006.6 *****  995.0 *** *** *****  0.00 ***** ***** **
171160 99999 201006021300 330   7 *** 722 SCT 1 3 0 12.5 ** ** ** ** ** ** ** ** *   74   56 1006.7 *****  995.1 *** *** ***** ***** ***** ***** **
171160 99999 201006021400 330   8 *** 118 BKN 2 3 0  9.4 ** ** ** ** ** ** ** ** *   74   56 1006.8 *****  995.3 *** *** ***** ***** ***** ***** **
171160 99999 201006021500 340   7 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   74   56 1007.0 *****  995.4 *** *** ***** ***** ***** ***** **
171160 99999 201006021800 320   3 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   67   55 1008.1 *****  996.4  76 *** ***** ***** *****  0.00 **
171160 99999 201006022100 220   2 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   65   57 1008.5 *****  996.8 *** *** ***** ***** ***** ***** **
171160 99999 201006030000 ***   0 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   62   57 1008.7 *****  997.0 *** *** *****  0.00 ***** ***** **
171160 99999 201006030300 300   1 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   60   57 1009.0 *****  997.3 *** *** ***** ***** ***** ***** **
171160 99999 201006030600 340   2 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   66   58 1009.9 *****  998.2 ***  60 ***** ***** *****  0.00 **
171160 99999 201006030700 070   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   68   59 1009.9 *****  998.2 *** *** ***** ***** ***** ***** **
171160 99999 201006030800 040   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   71   58 1009.9 *****  998.2 *** *** ***** ***** ***** ***** **
171160 99999 201006030900 360   2 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   74   59 1009.9 *****  998.3 *** *** ***** ***** ***** ***** **
171160 99999 201006031000 300   5 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   76   56 1010.0 *****  998.4 *** *** ***** ***** ***** ***** **
171160 99999 201006031100 260   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   78   51 1009.6 *****  998.0 *** *** ***** ***** ***** ***** **
171160 99999 201006031200 290   6 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   81   49 1009.3 *****  997.7 *** *** *****  0.00 ***** ***** **
171160 99999 201006031300 240   7 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   82   49 1009.0 *****  997.5 *** *** ***** ***** ***** ***** **
171160 99999 201006031400 340  13 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   79   57 1009.4 *****  998.0 *** *** ***** ***** ***** ***** **
171160 99999 201006031500 340   9 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   79   54 1009.9 *****  998.3 *** *** ***** ***** ***** ***** **
171160 99999 201006031800 330   1 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   72   44 1011.3 *****  999.6  83 *** ***** ***** *****  0.00 **
171160 99999 201006032100 090   1 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   66   49 1012.3 ***** 1000.7 *** *** ***** ***** ***** ***** **
171160 99999 201006040000 060   1 ***  98 BKN 2 3 0 12.5 ** ** ** ** ** ** ** ** *   62   52 1012.4 ***** 1000.8 *** *** *****  0.00 ***** ***** **
171160 99999 201006040300 ***   0 ***  98 BKN 1 3 0  9.4 ** ** ** ** ** ** ** ** *   64   54 1012.7 ***** 1001.1 *** *** ***** ***** ***** ***** **
171160 99999 201006040600 130   1 *** 722 SCT 2 0 0  6.2 ** ** ** ** ** ** ** ** *   71   55 1013.4 ***** 1001.8 ***  62 ***** ***** *****  0.00 **
171160 99999 201006040700 300   2 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   75   56 1013.6 ***** 1002.0 *** *** ***** ***** ***** ***** **
171160 99999 201006040800 250   6 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   77   54 1013.6 ***** 1002.0 *** *** ***** ***** ***** ***** **
171160 99999 201006040900 200   7 *** 722 SCT 2 0 0  9.4 ** ** ** ** ** ** ** ** *   79   56 1013.4 ***** 1002.0 *** *** ***** ***** ***** ***** **
171160 99999 201006041100 280   5 *** *** BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   80   57 1013.2 ***** 1001.6 *** *** ***** ***** ***** ***** **
171160 99999 201006041200 300   3 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   80   57 1013.0 ***** 1001.4 *** *** *****  0.00 ***** ***** **
171160 99999 201006041300 110   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   81   57 1012.8 ***** 1001.2 *** *** ***** ***** ***** ***** **
171160 99999 201006041400 360   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   79   58 1012.9 ***** 1001.3 *** *** ***** ***** ***** ***** **
171160 99999 201006041500 340   8 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   81   58 1013.0 ***** 1001.4 *** *** ***** ***** ***** ***** **
171160 99999 201006041800 120   1 *** 722 SCT 0 0 1  9.4 ** ** ** ** ** ** ** ** *   74   56 1013.7 ***** 1002.1  82 *** ***** ***** *****  0.00 **
171160 99999 201006042100 260   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   68   57 1015.2 ***** 1003.5 *** *** ***** ***** ***** ***** **
171160 99999 201006050000 090   1 *** 722 SCT 0 3 0  7.5 ** ** ** ** ** ** ** ** *   63   56 1015.3 ***** 1003.7 *** *** *****  0.00 ***** ***** **
171160 99999 201006050300 110   1 *** 722 SCT 0 3 0  7.5 ** ** ** ** ** ** ** ** *   61   57 1015.3 ***** 1003.6 *** *** ***** ***** ***** ***** **
171160 99999 201006050600 050   1 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   68   59 1015.4 ***** 1003.7 ***  60 ***** ***** *****  0.00 **
171160 99999 201006050700 350   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   72   58 1015.1 ***** 1003.4 *** *** ***** ***** ***** ***** **
171160 99999 201006050800 050   1 *** 118 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   75   58 1015.0 ***** 1003.4 *** *** ***** ***** ***** ***** **
171160 99999 201006050900 290   2 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   80   58 1014.8 ***** 1003.2 *** *** ***** ***** ***** ***** **
171160 99999 201006051100 350   7 *** 722 SCT 2 0 0 12.5 ** ** ** ** ** ** ** ** *   82   56 1013.8 ***** 1002.3 *** *** ***** ***** ***** ***** **
171160 99999 201006051200 010   8 ***  98 BKN 1 3 0 12.5 ** ** ** ** ** ** ** ** *   82   59 1013.3 ***** 1001.7 *** *** *****  0.00 ***** ***** **
171160 99999 201006051300 020   7 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   83   58 1012.6 ***** 1001.0 *** *** ***** ***** ***** ***** **
171160 99999 201006051400 030   6 *** 118 BKN 2 6 0 12.5 ** ** ** ** ** ** ** ** *   82   59 1012.0 ***** 1000.4 *** *** ***** ***** ***** ***** **
171160 99999 201006051500 030   3 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   80   56 1011.7 ***** 1000.1 *** *** ***** ***** ***** ***** **
171160 99999 201006051800 290   5 ***  30 BKN 2 5 0  6.2 25 ** ** ** ** ** ** ** 9   66   62 1013.1 ***** 1001.4  84 *** ***** ***** *****  0.31 **
171160 99999 201006052100 350   1 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   65   62 1012.7 ***** 1001.1 *** *** ***** ***** ***** ***** **
171160 99999 201006060300 110   1 ***  98 BKN 2 5 0  6.2 02 ** ** ** ** ** ** ** 8   63   62 1011.0 *****  999.4 *** *** ***** ***** ***** ***** **
171160 99999 201006060600 050   1 ***  30 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 8   64   62 1010.8 *****  999.1 ***  62 ***** ***** *****  0.12 **
171160 99999 201006060700 040   1 ***  25 BKN 9 5 0  5.0 95 ** ** ** ** ** ** ** 8   65   64 1011.0 *****  999.3 *** *** ***** ***** ***** ***** **
171160 99999 201006060800 090   2 ***  25 BKN 9 5 0  6.2 95 ** ** ** ** ** ** ** 8   67   63 1011.5 *****  999.8 *** *** ***** ***** ***** ***** **
171160 99999 201006060900 220   1 ***  98 BKN 2 5 0  7.5 29 ** ** ** ** ** ** ** 9   66   64 1011.3 *****  999.6 *** *** ***** ***** ***** ***** **
171160 99999 201006061000 080   1 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   70   63 1010.1 *****  998.4 *** *** ***** ***** ***** ***** **
171160 99999 201006061100 260   3 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   71   63 1010.5 *****  998.8 *** *** ***** ***** ***** ***** **
171160 99999 201006061200 130   1 ***  98 BKN 2 5 0  9.4 02 ** ** ** ** ** ** ** 9   72   64 1009.9 *****  998.2 *** *** *****  0.04 ***** ***** **
171160 99999 201006061300 010  10 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   73   61 1009.5 *****  997.8 *** *** ***** ***** ***** ***** **
171160 99999 201006061400 080   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   69   63 1009.8 *****  998.1 *** *** ***** ***** ***** ***** **
171160 99999 201006061500 010   3 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   70   62 1009.9 *****  998.2 *** *** ***** ***** ***** ***** **
171160 99999 201006061800 360   6 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   66   61 1010.1 *****  998.4  75 *** ***** ***** *****  0.04 **
171160 99999 201006062100 240   3 ***  29 BKN 2 5 0  4.4 81 ** ** ** ** ** ** ** 2   64   64 1010.3 *****  998.6 *** *** ***** ***** ***** ***** **
171160 99999 201006070000 240   2 ***  89 BKN 2 5 0  7.5 02 ** ** ** ** ** ** ** 8   64   64 1009.2 *****  997.5 *** *** *****  0.31 ***** ***** **
171160 99999 201006070300 170   1 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   64   64 1008.7 *****  997.0 *** *** ***** ***** ***** ***** **
171160 99999 201006070600 280   3 ***  30 BKN 2 5 0  4.4 80 ** ** ** ** ** ** ** 8   65   64 1009.0 *****  997.3 ***  63 ***** ***** *****  0.43 **
171160 99999 201006070700 320   8 ***  25 BKN 2 5 0  3.8 82 ** ** ** ** ** ** ** 8   63   63 1009.5 *****  997.7 *** *** ***** ***** ***** ***** **
171160 99999 201006070800 200   2 ***  25 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 8   63   62 1010.3 *****  998.5 *** *** ***** ***** ***** ***** **
171160 99999 201006070900 200   5 ***  30 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 8   64   64 1010.6 *****  998.8 *** *** ***** ***** ***** ***** **
171160 99999 201006071000 300   6 ***  25 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 8   65   65 1010.6 *****  998.8 *** *** ***** ***** ***** ***** **
171160 99999 201006071100 310   7 ***  25 BKN 2 5 0  6.2 80 ** ** ** ** ** ** ** 8   65   64 1010.6 *****  998.8 *** *** ***** ***** ***** ***** **
171160 99999 201006071200 320   8 ***  30 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 8   64   64 1010.6 *****  998.8 *** *** *****  1.30 ***** ***** **
171160 99999 201006071300 220   1 ***  25 BKN 2 5 0  6.2 80 ** ** ** ** ** ** ** 8   64   62 1011.5 *****  999.7 *** *** ***** ***** ***** ***** **
171160 99999 201006071400 040   1 ***  25 BKN 2 5 0  6.2 80 ** ** ** ** ** ** ** 8   64   61 1011.8 ***** 1000.0 *** *** ***** ***** ***** ***** **
171160 99999 201006071500 130   1 ***  30 BKN 2 5 0  6.2 25 ** ** ** ** ** ** ** 8   64   60 1011.3 *****  999.5 *** *** ***** ***** ***** ***** **
171160 99999 201006071800 310   1 ***  98 BKN 2 5 0  7.5 02 ** ** ** ** ** ** ** 8   62   61 1010.7 *****  998.9  67 *** ***** ***** *****  1.30 **
171160 99999 201006072100 250   5 ***  30 BKN 2 5 0  5.0 80 ** ** ** ** ** ** ** 2   59   59 1010.7 *****  998.8 *** *** ***** ***** ***** ***** **
171160 99999 201006080000 280   5 ***  98 BKN 2 5 0  7.5 02 ** ** ** ** ** ** ** 8   59   59 1010.3 *****  998.5 *** *** *****  0.20 ***** ***** **
171160 99999 201006080300 280   1 ***  98 BKN 2 5 0  4.4 80 ** ** ** ** ** ** ** 2   59   58 1010.2 *****  998.4 *** *** ***** ***** ***** ***** **
171160 99999 201006080600 270   3 ***  30 BKN 2 5 0  3.8 80 ** ** ** ** ** ** ** 2   60   60 1011.0 *****  999.2 ***  59 ***** ***** *****  0.28 **
171160 99999 201006080700 250   3 ***  25 BKN 2 5 0  3.8 81 ** ** ** ** ** ** ** 8   61   60 1011.5 *****  999.7 *** *** ***** ***** ***** ***** **
171160 99999 201006080800 260   5 ***  25 BKN 2 5 0  3.8 80 ** ** ** ** ** ** ** 8   61   61 1011.7 *****  999.8 *** *** ***** ***** ***** ***** **
171160 99999 201006080900 170   1 ***  30 BKN 2 5 0  6.2 25 ** ** ** ** ** ** ** 8   62   62 1012.1 ***** 1000.2 *** *** ***** ***** ***** ***** **
171160 99999 201006081000 240   7 ***  25 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   65   64 1012.0 ***** 1000.2 *** *** ***** ***** ***** ***** **
171160 99999 201006081100 240   5 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   65   63 1012.3 ***** 1000.5 *** *** ***** ***** ***** ***** **
171160 99999 201006081200 230   7 ***  30 BKN 2 5 0  6.2 02 ** ** ** ** ** ** ** 8   66   63 1012.0 ***** 1000.2 *** *** *****  0.31 ***** ***** **
171160 99999 201006081300 230   6 *** 118 BKN 2 5 0  8.1 ** ** ** ** ** ** ** ** *   70   64 1011.6 *****  999.8 *** *** ***** ***** ***** ***** **
171160 99999 201006081400 320   5 *** 118 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   70   64 1011.3 *****  999.5 *** *** ***** ***** ***** ***** **
171160 99999 201006081500 200   1 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   72   64 1010.8 *****  999.1 *** *** ***** ***** ***** ***** **
171160 99999 201006081800 330   2 ***  98 BKN 2 5 0  6.2 02 ** ** ** ** ** ** ** 8   67   64 1011.7 *****  999.9  72 *** ***** ***** *****  0.31 **
171160 99999 201006082100 150   1 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   65   65 1011.9 ***** 1000.1 *** *** ***** ***** ***** ***** **
171160 99999 201006090000 ***   0 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   65   65 1011.5 *****  999.8 *** *** *****  0.00 ***** ***** **
171160 99999 201006090300 ***   0 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   65   65 1011.7 ***** 1000.0 *** *** ***** ***** ***** ***** **
171160 99999 201006090600 050   1 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   69   65 1012.4 ***** 1000.7 ***  65 ***** ***** *****  0.00 **
171160 99999 201006090700 070   1 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   73   65 1012.2 ***** 1000.6 *** *** ***** ***** ***** ***** **
171160 99999 201006090800 280   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   74   65 1012.4 ***** 1000.8 *** *** ***** ***** ***** ***** **
171160 99999 201006090900 340   5 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   76   64 1012.3 ***** 1000.8 *** *** ***** ***** ***** ***** **
171160 99999 201006091000 360   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   75   69 1012.1 ***** 1000.5 *** *** ***** ***** ***** ***** **
171160 99999 201006091100 350   6 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   79   67 1011.6 ***** 1000.0 *** *** ***** ***** ***** ***** **
171160 99999 201006091200 340  10 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   78   66 1011.2 *****  999.6 *** *** *****  0.00 ***** ***** **
171160 99999 201006091300 360   8 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   78   67 1010.7 *****  999.1 *** *** ***** ***** ***** ***** **
171160 99999 201006091400 360   9 ***  25 BKN 9 5 0  9.4 17 ** ** ** ** ** ** ** 2   78   67 1010.5 *****  998.9 *** *** ***** ***** ***** ***** **
171160 99999 201006091500 350  10 ***  98 BKN 2 5 0  9.4 29 ** ** ** ** ** ** ** 9   76   66 1010.6 *****  999.0 *** *** ***** ***** ***** ***** **
171160 99999 201006091800 340   2 ***  98 BKN 2 5 0  9.4 02 ** ** ** ** ** ** ** 9   72   66 1011.3 *****  999.7  80 *** ***** ***** *****  0.00 **
171160 99999 201006092100 010   2 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   68   65 1011.9 ***** 1000.3 *** *** ***** ***** ***** ***** **
171160 99999 201006100000 240   1 ***  98 BKN 1 5 0  7.5 ** ** ** ** ** ** ** ** *   66   65 1011.5 *****  999.9 *** *** *****  0.00 ***** ***** **
171160 99999 201006100300 200   3 ***  98 BKN 2 5 0  7.5 ** ** ** ** ** ** ** ** *   66   64 1011.8 ***** 1000.2 *** *** ***** ***** ***** ***** **
171160 99999 201006100600 050   2 ***  98 BKN 2 5 0 12.5 ** ** ** ** ** ** ** ** *   73   65 1013.0 ***** 1001.4 ***  66 ***** ***** *****  0.00 **
171160 99999 201006100700 040   3 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   73   63 1013.2 ***** 1001.6 *** *** ***** ***** ***** ***** **
171160 99999 201006100800 050   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   74   64 1013.3 ***** 1001.7 *** *** ***** ***** ***** ***** **
171160 99999 201006100900 010   5 ***  98 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   73   64 1013.5 ***** 1001.9 *** *** ***** ***** ***** ***** **
171160 99999 201006101000 070   1 *** 118 BKN 2 5 0  6.2 25 ** ** ** ** ** ** ** 8   74   65 1013.6 ***** 1002.0 *** *** ***** ***** ***** ***** **
171160 99999 201006101100 040   3 *** 118 BKN 2 5 0  6.2 ** ** ** ** ** ** ** ** *   74   64 1013.4 ***** 1001.7 *** *** ***** ***** ***** ***** **
171160 99999 201006101200 050   3 ***  98 BKN 2 5 0  6.2 02 ** ** ** ** ** ** ** 8   74   65 1013.3 ***** 1001.6 *** *** *****  0.02 ***** ***** **
171160 99999 201006101300 020   2 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   77   65 1012.8 ***** 1001.2 *** *** ***** ***** ***** ***** **
171160 99999 201006101400 050   1 *** 118 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   76   65 1012.6 ***** 1001.0 *** *** ***** ***** ***** ***** **
171160 99999 201006101500 360   2 ***  98 BKN 2 5 0  9.4 ** ** ** ** ** ** ** ** *   78   64 1012.3 ***** 1000.7 *** *** ***** ***** ***** ***** **
171160 99999 201006101800 010   6 *** 722 SCT 1 0 0  9.4 ** ** ** ** ** ** ** ** *   72   59 1013.0 ***** 1001.4  79 *** ***** ***** *****  0.02 **
171160 99999 201006102100 240   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   65   60 1013.7 ***** 1002.0 *** *** ***** ***** ***** ***** **
171160 99999 201006110000 110   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   63   60 1012.9 ***** 1001.2 *** *** *****  0.00 ***** ***** **
171160 99999 201006110300 250   1 *** 722 CLR 0 0 0  7.5 ** ** ** ** ** ** ** ** *   64   60 1012.9 ***** 1001.3 *** *** ***** ***** ***** ***** **
171160 99999 201006110600 200   1 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   72   61 1013.5 ***** 1001.9 ***  63 ***** ***** *****  0.00 **
171160 99999 201006110900 050   3 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   80   60 1012.9 ***** 1001.3 *** *** ***** ***** ***** ***** **
171160 99999 201006111200 360   9 *** 722 CLR 0 0 0 12.5 ** ** ** ** ** ** ** ** *   83   64 1011.9 ***** 1000.3 *** *** *****  0.00 ***** ***** **
171160 99999 201006111500 020   8 *** 722 SCT 2 0 0 12.5 ** ** ** ** ** ** ** ** *   82   65 1011.4 *****  999.8 *** *** ***** ***** ***** ***** **
171160 99999 201006111800 020   3 *** 722 SCT 1 0 0 12.5 ** ** ** ** ** ** ** ** *   76   59 1011.9 ***** 1000.4  84 *** ***** ***** *****  0.00 **
